method,noise_level,sway_coef,tag,output_wav,duration_s,peak_amp,wer,whisper_hyp,sim_A,sim_B,mcd_A
noise_inject,0.05,-0.2,a0.05_sn0.2,C:\Users\User\Documents\MSc\Studies\New folder\results\extension_2\method_A\audio\a0.05_sn0.2.wav,12.256,0.9,65.0,others call me mother nature elderly character i've been a silent spectator a silent spect watching species evolve you are rise and fall,0.7837,0.7843,757.38
noise_inject,0.05,-0.1,a0.05_sn0.1,C:\Users\User\Documents\MSc\Studies\New folder\results\extension_2\method_A\audio\a0.05_sn0.1.wav,12.256,0.9,35.0,others call me mother I've been a silent spectator watching species evolve empires rise and fall,0.679,0.6751,709.47
noise_inject,0.05,-0.0,a0.05_sn0.0,C:\Users\User\Documents\MSc\Studies\New folder\results\extension_2\method_A\audio\a0.05_sn0.0.wav,12.256,0.9,55.0,Others call me mother. I've been a silent spectator watching space-easy fall. The virus rise and fall.,0.6687,0.7073,712.92
noise_inject,0.05,0.1,a0.05_sp0.1,C:\Users\User\Documents\MSc\Studies\New folder\results\extension_2\method_A\audio\a0.05_sp0.1.wav,12.256,0.9,85.0,"I've been a silent spectator, me- I try- What a species fall, do you fall? You are, rise and fall.",0.6438,0.6956,706.36
noise_inject,0.05,0.2,a0.05_sp0.2,C:\Users\User\Documents\MSc\Studies\New folder\results\extension_2\method_A\audio\a0.05_sp0.2.wav,12.256,0.9,70.0,"You know, don't whether you call me. I've been a silent spectator, me watching. I rise when I fall. You are as rise and fall.",0.6246,0.6772,701.87
noise_inject,0.05,0.3,a0.05_sp0.3,C:\Users\User\Documents\MSc\Studies\New folder\results\extension_2\method_A\audio\a0.05_sp0.3.wav,12.256,0.9,65.0,"Give me another. Don't you call me. I've been a silent spectator me. I rise, rise, fall, and fall. Rise, rise, and fall.",0.6097,0.6587,695.93
noise_inject,0.05,0.4,a0.05_sp0.4,C:\Users\User\Documents\MSc\Studies\New folder\results\extension_2\method_A\audio\a0.05_sp0.4.wav,12.256,0.9,90.0,"I gave me another. Don't let you call me. That big man is silent, spectator me. Fire's right, fly's fault. Fire's right, fly's fault.",0.5945,0.649,691.35
noise_inject,0.05,0.5,a0.05_sp0.5,C:\Users\User\Documents\MSc\Studies\New folder\results\extension_2\method_A\audio\a0.05_sp0.5.wav,12.256,0.9,70.0,"Don't let you call me. I've been a spell-inspected army. Empire's right, fire's fault. It's right, it's right.",0.581,0.6504,689.48
noise_inject,0.05,0.6,a0.05_sp0.6,C:\Users\User\Documents\MSc\Studies\New folder\results\extension_2\method_A\audio\a0.05_sp0.6.wav,12.256,0.9,85.0,"Don't let you call me. I've been, uh, spallin' speckin' to army. Pyre's ride finds fog. It's right, it's right.",0.5757,0.6437,688.74
noise_inject,0.05,0.7,a0.05_sp0.7,C:\Users\User\Documents\MSc\Studies\New folder\results\extension_2\method_A\audio\a0.05_sp0.7.wav,12.256,0.9,80.0,Don't let you call me. That big ass. Silence. Fire's right. Fire's right. Fire's right.,0.5552,0.6247,683.65
noise_inject,0.05,0.8,a0.05_sp0.8,C:\Users\User\Documents\MSc\Studies\New folder\results\extension_2\method_A\audio\a0.05_sp0.8.wav,12.256,0.9,100.0,"Yes, you know. Don't let you call me. That big, uh, silence, but they tell me. Empire's right, flying's fault. Right, if you want.",0.5543,0.6195,679.41
noise_inject,0.05,0.9,a0.05_sp0.9,C:\Users\User\Documents\MSc\Studies\New folder\results\extension_2\method_A\audio\a0.05_sp0.9.wav,12.256,0.9,1650.0,"You know, don't you call me? That big, uh, silence, but they tell me, I try to, I try to, I try to, I try to, I try to, I try to, I try to, I try to, I try to, I try to, I try to, I try to, I try to, I try to, I try to, I try to, I try to, I try to, I try to, I try to, I try to, I try to, I try to, I try to, I try to, I try to, I try to, I try to, I try to, I try to, I try to, I try to, I try to, I try to, I try to, I try to, I try to, I try to, I try to, I try to, I try to, I try to, I try to, I try to, I try to, I try to, I try to, I try to, I try to, I try to, I try to, I try to, I try to, I try to, I try to, I try to, I try to, I try to, I try to, I try to, I try to, I try to, I try to, I try to, I try to, I try to, I try to, I try to, I try to, I try to, I try to, I try to, I try to, I try to, I try to, I try to, I try to, I try to, I try to, I try to, I try to, I try to, I try to, I try to, I try to, I try to, I try to, I try to, I try to, I try to, I try to, I try to, I try to, I try to, I try to, I try to, I try to, I try to, I try to, I try to, I try to, I try to, I try to, I try to, I try to, I try to",0.5464,0.6179,676.64
noise_inject,0.05,1.0,a0.05_sp1.0,C:\Users\User\Documents\MSc\Studies\New folder\results\extension_2\method_A\audio\a0.05_sp1.0.wav,12.256,0.9,1115.0,"Yeah, you know, don't you call me. That big silence, man, Tommy. Pirates ride, fly, fly, fly, fly, fly, fly, fly, fly, fly, fly, fly, fly, fly, fly, fly, fly, fly, fly, fly, fly, fly, fly, fly, fly, fly, fly, fly, fly, fly, fly, fly, fly, fly, fly, fly, fly, fly, fly, fly, fly, fly, fly, fly, fly, fly, fly, fly, fly, fly, fly, fly, fly, fly, fly, fly, fly, fly, fly, fly, fly, fly, fly, fly, fly, fly, fly, fly, fly, fly, fly, fly, fly, fly, fly, fly, fly, fly, fly, fly, fly, fly, fly, fly, fly, fly, fly, fly, fly, fly, fly, fly, fly, fly, fly, fly, fly, fly, fly, fly, fly, fly, fly, fly, fly, fly, fly, fly, fly, fly, fly, fly, fly, fly, fly, fly, fly, fly, fly, fly, fly, fly, fly, fly, fly, fly, fly, fly, fly, fly, fly, fly, fly, fly, fly, fly, fly, fly, fly, fly, fly, fly, fly, fly, fly, fly, fly, fly, fly, fly, fly, fly, fly, fly, fly, fly, fly, fly, fly, fly, fly, fly, fly, fly, fly, fly, fly, fly, fly, fly, fly, fly, fly, fly, fly, fly, fly, fly, fly, fly, fly, fly, fly, fly, fly, fly, fly, fly, fly, fly, fly, fly, fly, fly, fly, fly, fly, fly, fly, fly, fly, fly, fly, fly, fly, fly, fly, fly, fly, fly, fly, fly",0.5252,0.6034,673.95
noise_inject,0.1,-1.0,a0.10_sn1.0,C:\Users\User\Documents\MSc\Studies\New folder\results\extension_2\method_A\audio\a0.10_sn1.0.wav,12.256,0.9,60.0,I don't really call me Mother Nature. I bother nature. I don't really care. We've been a silent spectator watching species evolve. Empires rise and fall.,0.8302,0.7637,755.48
noise_inject,0.1,-0.9,a0.10_sn0.9,C:\Users\User\Documents\MSc\Studies\New folder\results\extension_2\method_A\audio\a0.10_sn0.9.wav,12.256,0.9,45.0,I... Others call me Mother Nature. I don't really care. I've been a silent spectator watching species evolve. Empires rise and fall.,0.7508,0.6598,739.66
noise_inject,0.1,-0.8,a0.10_sn0.8,C:\Users\User\Documents\MSc\Studies\New folder\results\extension_2\method_A\audio\a0.10_sn0.8.wav,12.256,0.9,70.0,"I... Others call me Mother Nature. I don't really care. I've been a silent spectator, watching species Yvfall and Pyre's Rive-Frynes fall. Rise and fall.",0.7635,0.707,774.81
noise_inject,0.1,-0.7,a0.10_sn0.7,C:\Users\User\Documents\MSc\Studies\New folder\results\extension_2\method_A\audio\a0.10_sn0.7.wav,12.256,0.9,40.0,"See it. Others call me Mother Nature. I don't really care what you call me. I've been a silent spectator watching species. Evolve. Empires rise, find, fall.",0.7678,0.7306,785.57
noise_inject,0.1,-0.6,a0.10_sn0.6,C:\Users\User\Documents\MSc\Studies\New folder\results\extension_2\method_A\audio\a0.10_sn0.6.wav,12.256,0.9,25.0,others call me mother nature don't really care what you call me i've been a silent spectator watching species evolve empires rise and fall,0.7541,0.7242,764.38
noise_inject,0.1,-0.5,a0.10_sn0.5,C:\Users\User\Documents\MSc\Studies\New folder\results\extension_2\method_A\audio\a0.10_sn0.5.wav,12.256,0.9,40.0,others call me mother nature i've been a silent spectator watching species evolve empires rise and fall,0.6926,0.6896,736.52
noise_inject,0.1,-0.4,a0.10_sn0.4,C:\Users\User\Documents\MSc\Studies\New folder\results\extension_2\method_A\audio\a0.10_sn0.4.wav,12.256,0.9,55.0,"Senye. Others call me mother. I've been a silent spectator, watching a species evolve forward. You horrors rise and fall.",0.6535,0.6698,732.91
noise_inject,0.1,-0.3,a0.10_sn0.3,C:\Users\User\Documents\MSc\Studies\New folder\results\extension_2\method_A\audio\a0.10_sn0.3.wav,12.256,0.9,65.0,"Sen yinay. Others call me money. I've been a silent spittator. Watching spaces evolve, but you are as rise and fall.",0.6352,0.6657,728.1
noise_inject,0.1,-0.2,a0.10_sn0.2,C:\Users\User\Documents\MSc\Studies\New folder\results\extension_2\method_A\audio\a0.10_sn0.2.wav,12.256,0.9,95.0,"Sen yin ne. Tell your call. What? There have been a silence, potato. Mitra, a thais is a fun, fun. You rise and fall.",0.5909,0.6344,715.16
noise_inject,0.1,-0.1,a0.10_sn0.1,C:\Users\User\Documents\MSc\Studies\New folder\results\extension_2\method_A\audio\a0.10_sn0.1.wav,12.256,0.9,100.0,"I don't know. Tell what you call... That big man are silent, Spetita. Right, you're not a fries and you'll find a farm. It's raw, isn't it?",0.5755,0.6292,706.95
noise_inject,0.1,-0.0,a0.10_sn0.0,C:\Users\User\Documents\MSc\Studies\New folder\results\extension_2\method_A\audio\a0.10_sn0.0.wav,12.256,0.9,90.0,"Yeah, you know. Tell what you call me. Deep in a silent spirit. Right, uh, if I ever find fun. Right, if you want.",0.5376,0.606,704.04
noise_inject,0.1,0.1,a0.10_sp0.1,C:\Users\User\Documents\MSc\Studies\New folder\results\extension_2\method_A\audio\a0.10_sp0.1.wav,12.256,0.9,90.0,"Is that what you call me? I think they're not silent, man. I, uh, I find my father. Right here, man.",0.5158,0.5866,697.66
noise_inject,0.1,0.2,a0.10_sp0.2,C:\Users\User\Documents\MSc\Studies\New folder\results\extension_2\method_A\audio\a0.10_sp0.2.wav,12.256,0.9,105.0,"Yeah, you know. Is that what you call? They're gonna spell it dead. They're gonna have a thousand to find fun. Right here, Mark.",0.4911,0.5699,692.03
noise_inject,0.1,0.3,a0.10_sp0.3,C:\Users\User\Documents\MSc\Studies\New folder\results\extension_2\method_A\audio\a0.10_sp0.3.wav,12.256,0.9,105.0,"Yeah, you know. They're what you call. They're gonna spell it dead. They're gonna have a thousand to find fun. No, I am not.",0.465,0.551,686.45
noise_inject,0.1,0.4,a0.10_sp0.4,C:\Users\User\Documents\MSc\Studies\New folder\results\extension_2\method_A\audio\a0.10_sp0.4.wav,12.256,0.9,130.0,"I can't mean that. Is that what you call? I'm going to spell it again. I don't know. How is it going to find a father? No, I don't know.",0.4311,0.514,680.89
noise_inject,0.1,0.5,a0.10_sp0.5,C:\Users\User\Documents\MSc\Studies\New folder\results\extension_2\method_A\audio\a0.10_sp0.5.wav,12.256,0.9,85.0,"You can go. Do what you call. This guy dead. Hasn't been fighting for him. No, I did not.",0.3836,0.4781,674.95
noise_inject,0.1,0.6,a0.10_sp0.6,C:\Users\User\Documents\MSc\Studies\New folder\results\extension_2\method_A\audio\a0.10_sp0.6.wav,12.256,0.9,120.0,You can't do anything. Tell what you're called. Because I can't. I can't. I can't. I can't. I can't. I can't. I can't. I can't.,0.3507,0.4466,667.52
noise_inject,0.1,0.7,a0.10_sp0.7,C:\Users\User\Documents\MSc\Studies\New folder\results\extension_2\method_A\audio\a0.10_sp0.7.wav,12.256,0.9,1325.0,"You can't really, hey, don't. It's like that. It's like that. It's like that. It's like that. It's like that. It's like that. It's like that. It's like that. It's like that. It's like that. It's like that. It's like that. It's like that. It's like that. It's like that. It's like that. It's like that. It's like that. It's like that. It's like that. It's like that. It's like that. It's like that. It's like that. It's like that. It's like that. It's like that. It's like that. It's like that. It's like that. It's like that. It's like that. It's like that. It's like that. It's like that. It's like that. It's like that. It's like that. It's like that. It's like that. It's like that. It's like that. It's like that. It's like that. It's like that. It's like that. It's like that. It's like that. It's like that. It's like that. It's like that. It's like that. It's like that. It's like that. It's like that. It's like that. It's like that. It's like that. It's like that. It's like that. It's like that. It's like that. It's like that. It's like that. It's like that. It's like that. It's like that. It's like that. It's like that. It's like that. It's like that. It's like that. It's like that. It's like that. It's like that. It's like that. It's like that. It's like that. It's like that. It's like that. It's like that. It's like that. It's like that. It's like that. It's like that. It's like that. It's like that",0.3053,0.4059,658.32
noise_inject,0.1,0.8,a0.10_sp0.8,C:\Users\User\Documents\MSc\Studies\New folder\results\extension_2\method_A\audio\a0.10_sp0.8.wav,12.256,0.9,995.0,You can't do anything. I can't do anything. I can't do anything. I can't do anything. I can't do anything. I can't do anything. I can't do anything. I can't do anything. I can't do anything. I can't do anything. I can't do anything. I can't do anything. I can't do anything. I can't do anything. I can't do anything. I can't do anything. I can't do anything. I can't do anything. I can't do anything. I can't do anything. I can't do anything. I can't do anything. I can't do anything. I can't do anything. I can't do anything. I can't do anything. I can't do anything. I can't do anything. I can't do anything. I can't do anything. I can't do anything. I can't do anything. I can't do anything. I can't do anything. I can't do anything. I can't do anything. I can't do anything. I can't do anything. I can't do anything. I can't do anything. I can't do anything. I can't do anything. I can't do anything. I can't do anything. I can't do anything. I can't do anything. I can't do anything. I can't do anything. I can't do anything. I can't do anything.,0.2806,0.3898,653.08
noise_inject,0.1,0.9,a0.10_sp0.9,C:\Users\User\Documents\MSc\Studies\New folder\results\extension_2\method_A\audio\a0.10_sp0.9.wav,12.256,0.9,95.0,You can't do anything.,0.2641,0.3861,649.21
noise_inject,0.1,1.0,a0.10_sp1.0,C:\Users\User\Documents\MSc\Studies\New folder\results\extension_2\method_A\audio\a0.10_sp1.0.wav,12.256,0.9,1115.0,Hey. Hey. Hey. Hey. Hey. Hey. Hey. Hey. Hey. Hey. Hey. Hey. Hey. Hey. Hey. Hey. Hey. Hey. Hey. Hey. Hey. Hey. Hey. Hey. Hey. Hey. Hey. Hey. Hey. Hey. Hey. Hey. Hey. Hey. Hey. Hey. Hey. Hey. Hey. Hey. Hey. Hey. Hey. Hey. Hey. Hey. Hey. Hey. Hey. Hey. Hey. Hey. Hey. Hey. Hey. Hey. Hey. Hey. Hey. Hey. Hey. Hey. Hey. Hey. Hey. Hey. Hey. Hey. Hey. Hey. Hey. Hey. Hey. Hey. Hey. Hey. Hey. Hey. Hey. Hey. Hey. Hey. Hey. Hey. Hey. Hey. Hey. Hey. Hey. Hey. Hey. Hey. Hey. Hey. Hey. Hey. Hey. Hey. Hey. Hey. Hey. Hey. Hey. Hey. Hey. Hey. Hey. Hey. Hey. Hey. Hey. Hey. Hey. Hey. Hey. Hey. Hey. Hey. Hey. Hey. Hey. Hey. Hey. Hey. Hey. Hey. Hey. Hey. Hey. Hey. Hey. Hey. Hey. Hey. Hey. Hey. Hey. Hey. Hey. Hey. Hey. Hey. Hey. Hey. Hey. Hey. Hey. Hey. Hey. Hey. Hey. Hey. Hey. Hey. Hey. Hey. Hey. Hey. Hey. Hey. Hey. Hey. Hey. Hey. Hey. Hey. Hey. Hey. Hey. Hey. Hey. Hey. Hey. Hey. Hey. Hey. Hey. Hey. Hey. Hey. Hey. Hey. Hey. Hey. Hey. Hey. Hey. Hey. Hey. Hey. Hey. Hey. Hey. Hey. Hey. Hey. Hey. Hey. Hey. Hey. Hey. Hey. Hey. Hey. Hey. Hey. Hey. Hey. Hey. Hey. Hey. Hey. Hey. Hey. Hey. Hey. Hey. Hey Hey. Hey. Hey. Hey. Hey,0.2561,0.3816,646.14
noise_inject,0.15,-1.0,a0.15_sn1.0,C:\Users\User\Documents\MSc\Studies\New folder\results\extension_2\method_A\audio\a0.15_sn1.0.wav,12.256,0.9,55.0,"I just call me Mother Nature. On the stairs. I don't ribbon a silent spectator, watching species evolve, empires rise and fall.",0.6942,0.6312,738.86
noise_inject,0.15,-0.9,a0.15_sn0.9,C:\Users\User\Documents\MSc\Studies\New folder\results\extension_2\method_A\audio\a0.15_sn0.9.wav,12.256,0.9,45.0,Others call me Mother Nature. I don't really care. I've been a silent spectator watching species evolve. Empires rise and fall.,0.7412,0.6633,769.99
noise_inject,0.15,-0.8,a0.15_sn0.8,C:\Users\User\Documents\MSc\Studies\New folder\results\extension_2\method_A\audio\a0.15_sn0.8.wav,12.256,0.9,55.0,See it. Others call me Mother Nature. I don't really care. I've been a silent spectator watching species evolve. Empires rise and fall.,0.7209,0.659,766.51
noise_inject,0.15,-0.7,a0.15_sn0.7,C:\Users\User\Documents\MSc\Studies\New folder\results\extension_2\method_A\audio\a0.15_sn0.7.wav,12.256,0.9,35.0,others call me mother i've been a silent spectator watching species evolve empires rise and fall,0.6306,0.6024,735.32
noise_inject,0.15,-0.6,a0.15_sn0.6,C:\Users\User\Documents\MSc\Studies\New folder\results\extension_2\method_A\audio\a0.15_sn0.6.wav,12.256,0.9,65.0,"Cindy. Others call me my mother. I've been a silent spectator. I've, uh, species evolved. You must rise and fall.",0.6106,0.6109,737.82
noise_inject,0.15,-0.5,a0.15_sn0.5,C:\Users\User\Documents\MSc\Studies\New folder\results\extension_2\method_A\audio\a0.15_sn0.5.wav,12.256,0.9,85.0,"Siné? What you called? I've been a silent spectator. I've, uh, space is a fault, but... as Rai isn't far.",0.5619,0.5792,725.16
noise_inject,0.15,-0.4,a0.15_sn0.4,C:\Users\User\Documents\MSc\Studies\New folder\results\extension_2\method_A\audio\a0.15_sn0.4.wav,12.256,0.9,100.0,S-N-N-E!,0.5138,0.5373,715.83
noise_inject,0.15,-0.3,a0.15_sn0.3,C:\Users\User\Documents\MSc\Studies\New folder\results\extension_2\method_A\audio\a0.15_sn0.3.wav,12.256,0.9,100.0,"Cindy! I think they're not spelled, it's it. Hey, uh, why isn't there flies you followed? Right here we are.",0.4879,0.5175,710.67
noise_inject,0.15,-0.2,a0.15_sn0.2,C:\Users\User\Documents\MSc\Studies\New folder\results\extension_2\method_A\audio\a0.15_sn0.2.wav,12.256,0.9,100.0,"C'est n'y, n'y.",0.4628,0.5029,704.59
noise_inject,0.15,-0.1,a0.15_sn0.1,C:\Users\User\Documents\MSc\Studies\New folder\results\extension_2\method_A\audio\a0.15_sn0.1.wav,12.256,0.9,100.0,C'est n'y n'y.,0.4268,0.467,697.66
noise_inject,0.15,-0.0,a0.15_sn0.0,C:\Users\User\Documents\MSc\Studies\New folder\results\extension_2\method_A\audio\a0.15_sn0.0.wav,12.256,0.9,95.0,It's a new name.,0.356,0.4039,691.41
noise_inject,0.15,0.1,a0.15_sp0.1,C:\Users\User\Documents\MSc\Studies\New folder\results\extension_2\method_A\audio\a0.15_sp0.1.wav,12.256,0.9,95.0,It's a ningo!,0.2996,0.359,685.43
noise_inject,0.15,0.2,a0.15_sp0.2,C:\Users\User\Documents\MSc\Studies\New folder\results\extension_2\method_A\audio\a0.15_sp0.2.wav,12.256,0.9,95.0,It's a n-goo!,0.2638,0.332,679.7
noise_inject,0.15,0.3,a0.15_sp0.3,C:\Users\User\Documents\MSc\Studies\New folder\results\extension_2\method_A\audio\a0.15_sp0.3.wav,12.256,0.9,100.0,It's in there!,0.2398,0.3202,673.86
noise_inject,0.15,0.4,a0.15_sp0.4,C:\Users\User\Documents\MSc\Studies\New folder\results\extension_2\method_A\audio\a0.15_sp0.4.wav,12.256,0.9,100.0,It's in there!,0.2251,0.3085,667.11
noise_inject,0.15,0.5,a0.15_sp0.5,C:\Users\User\Documents\MSc\Studies\New folder\results\extension_2\method_A\audio\a0.15_sp0.5.wav,12.256,0.9,100.0,He said anything.,0.2138,0.304,660.58
noise_inject,0.15,0.6,a0.15_sp0.6,C:\Users\User\Documents\MSc\Studies\New folder\results\extension_2\method_A\audio\a0.15_sp0.6.wav,12.256,0.9,100.0,It's so nice though.,0.201,0.2974,654.52
noise_inject,0.15,0.7,a0.15_sp0.7,C:\Users\User\Documents\MSc\Studies\New folder\results\extension_2\method_A\audio\a0.15_sp0.7.wav,12.256,0.9,100.0,It's so nice though.,0.1991,0.3051,650.14
noise_inject,0.15,0.8,a0.15_sp0.8,C:\Users\User\Documents\MSc\Studies\New folder\results\extension_2\method_A\audio\a0.15_sp0.8.wav,12.256,0.9,100.0,"It's so nice, though.",0.1981,0.3126,647.04
